Timestamp_4680,Status_4680,CH1_4680,CH2_4680,Event_4680
1635974621639.8416,128.0,1.5613130602812442,1.403246490547636,0.0
1635974621640.818,128.0,1.5959314420936237,1.3975969629601992,-1.0
1635974621641.7947,128.0,1.6227366474552927,1.3909858136557516,-1.0
1635974621642.7712,128.0,1.6276649587549716,1.3978373683894518,-1.0
1635974621643.7478,128.0,1.6401660410761087,1.4173102081589153,-1.0
1635974621644.724,128.0,1.609273943417145,1.4215173031708364,-1.0
1635974621645.7007,128.0,1.510587514708938,1.4271668307582732,-1.0
1635974621646.6772,128.0,1.3942312869506621,1.4322153447725787,-1.0
1635974621647.6538,128.0,1.3443471603807402,1.4337779800627208,-1.0
1635974621648.6304,128.0,1.359011891565151,1.4393073049355314,-1.0
1635974621649.607,128.0,1.4348598044943577,1.436903250643005,-1.0
1635974621650.5835,128.0,1.508664271274917,1.4140647348640047,-1.0
1635974621651.56,128.0,1.5494129915332386,1.3931494625190253,-1.0
1635974621652.5366,128.0,1.5483311671016018,1.4050495312670308,-1.0
1635974621653.5132,128.0,1.5425614367995386,1.4024050715452518,-1.0
1635974621654.4895,128.0,1.53631089563897,1.405890950269415,-1.0
1635974621655.466,128.0,1.5275360974712489,1.4127425050031153,-1.0
1635974621656.4426,128.0,1.5460473155237018,1.4203152760245732,-1.0
1635974621657.4192,128.0,1.58463238691875,1.429691087765426,-1.0
1635974621658.3958,128.0,1.6086729298440134,1.429691087765426,-1.0
1635974621659.3723,128.0,1.592205157940208,1.4290900741922945,-1.0
1635974621660.3489,128.0,1.575617183321776,1.4338981827773472,-1.0
1635974621661.3254,128.0,1.52489163774947,1.4381052777892682,-1.0
1635974621662.302,128.0,1.4332971692042156,1.4265658171851416,-1.0
1635974621663.2783,128.0,1.4520487926859211,1.430051695909305,-1.0
1635974621664.255,128.0,1.4994086622486904,1.429691087765426,-1.0
1635974621665.2314,128.0,1.484503525635027,1.4147859511517626,-1.0
1635974621666.208,128.0,1.4988076486755588,1.399039395535715,-1.0
1635974621667.1846,128.0,1.5134723798599696,1.4090162208496992,-1.0
1635974621668.1611,128.0,1.5424412340849123,1.4070929774156782,-1.0
1635974621669.1377,128.0,1.5590292087033442,1.4001212199673518,-1.0
1635974621670.1143,128.0,1.548811977960107,1.3948323005237937,-1.0
1635974621671.0908,128.0,1.5034955545459852,1.3943514896652884,-1.0
1635974621672.0674,128.0,1.491234877654101,1.3984383819625834,-1.0
1635974621673.0437,128.0,1.4804166333377322,1.3935100706629042,-1.0
1635974621674.0203,128.0,1.459501360992753,1.390024191938741,-1.0
1635974621674.9968,128.0,1.466352915726453,1.4207960868830785,-1.0
1635974621675.9734,128.0,1.4930379183734956,1.4225991276024732,-1.0
1635974621676.95,128.0,1.5305411653369068,1.4193536543075627,-1.0
1635974621677.9265,128.0,1.5503746132502492,1.4287294660484156,-1.0
1635974621678.903,128.0,1.5586686005594652,1.425604195468131,-1.0
1635974621679.8796,128.0,1.5545817082621705,1.4252435873242522,-1.0
1635974621680.8562,128.0,1.5114289337113223,1.4167091945857837,-1.0
1635974621681.8325,128.0,1.4596215637073793,1.4021646661159992,-1.0
1635974621682.809,128.0,1.4373840615015103,1.4245223710364943,-1.0
1635974621683.7856,128.0,1.4532508198321843,1.4207960868830785,-1.0
1635974621684.7622,128.0,1.4581791311318633,1.4238011547487364,-1.0
1635974621685.7388,128.0,1.4774115654720743,1.4407497375110472,-1.0
