Timestamp_4680,Status_4680,CH1_4680,CH2_4680,Event_4680
1635974621686.7153,128.0,1.5104673119943117,1.4286092633337892,-1.0
1635974621687.692,128.0,1.5239300160324594,1.4280082497606577,-1.0
1635974621688.6685,128.0,1.5466483290968334,1.4193536543075627,-1.0
1635974621689.645,128.0,1.5803050891922024,1.4146657484371363,-1.0
1635974621690.6216,128.0,1.581266710909213,1.4193536543075627,-1.0
1635974621691.598,128.0,1.5970132665252605,1.42368095203411,-1.0
1635974621692.5745,128.0,1.588478873786792,1.4204354787391995,-1.0
1635974621693.551,128.0,1.5233290024593278,1.4037273014061413,-1.0
1635974621694.5276,128.0,1.4879894043591901,1.3882211512193463,-1.0
1635974621695.5042,128.0,1.5131117717160907,1.4069727747010519,-1.0
1635974621696.4807,128.0,1.5668423851540547,1.4123818968592363,-1.0
1635974621697.4573,128.0,1.6116779977096714,1.4163485864419048,-1.0
1635974621698.4338,128.0,1.6241790800308085,1.4105788561398414,-1.0
1635974621699.4104,128.0,1.5928061715133395,1.4103384507105887,-1.0
1635974621700.387,128.0,1.573693939887755,1.4134637212908732,-1.0
1635974621701.3633,128.0,1.4906338640809693,1.4087758154204466,-1.0
1635974621702.3398,128.0,1.457337712129479,1.3920676380873884,-1.0
1635974621703.3164,128.0,1.452770008973679,1.4070929774156782,-1.0
1635974621704.293,128.0,1.4483225085325053,1.4094970317082045,-1.0
1635974621705.2695,128.0,1.4441154135205843,1.4116606805714782,-1.0
1635974621706.246,128.0,1.4929177156588693,1.4072131801303045,-1.0
1635974621707.2227,128.0,1.5205643400229223,1.4057707475547887,-1.0
1635974621708.1992,128.0,1.5644383308615284,1.4098576398520835,-1.0
1635974621709.1758,128.0,1.554822113691423,1.4115404778568519,-1.0
1635974621710.152,128.0,1.5622746819982547,1.4074535855595571,-1.0
1635974621711.1287,128.0,1.5829495489139813,1.408535409991194,-1.0
1635974621712.1052,128.0,1.5640777227176494,1.4200748705953206,-1.0
1635974621713.0818,128.0,1.5371523146413544,1.4258446008973837,-1.0
1635974621714.0583,128.0,1.5058996088385117,1.4201950733099469,-1.0
1635974621715.035,128.0,1.4804166333377322,1.4079343964180624,-1.0
1635974621716.0115,128.0,1.4525296035444264,1.4180314244466732,-1.0
1635974621716.988,128.0,1.47428629489179,1.4209162895977048,-1.0
1635974621717.9646,128.0,1.4944803509490114,1.4116606805714782,-1.0
1635974621718.9412,128.0,1.4891914315054533,1.41226169414461,-1.0
1635974621719.9175,128.0,1.4986874459609325,1.4241617628926153,-1.0
1635974621720.894,128.0,1.5168380558695065,1.4200748705953206,-1.0
1635974621721.8706,128.0,1.516237042296375,1.4195940597368153,-1.0
1635974621722.8472,128.0,1.5012117029680851,1.4167091945857837,-1.0
1635974621723.8237,128.0,1.5014521083973378,1.41911324887831,-1.0
1635974621724.8003,128.0,1.5032551491167325,1.4227193303170995,-1.0
1635974621725.7769,128.0,1.5018127165412167,1.4260850063266364,-1.0
1635974621726.7534,128.0,1.509024879418796,1.4165889918711574,-1.0
1635974621727.73,128.0,1.5269350838981173,1.4185122353051784,-1.0
1635974621728.7063,128.0,1.541960423226407,1.421036492312331,-1.0
1635974621729.6829,128.0,1.5328250169148068,1.4150263565810153,-1.0
1635974621730.6594,128.0,1.5144340015769802,1.4150263565810153,-1.0
1635974621731.636,128.0,1.5157562314378696,1.4219981140293416,-1.0
1635974621732.6125,128.0,1.5239300160324594,1.427767844331405,-1.0
1635974621733.589,128.0,1.5169582585841328,1.4265658171851416,-1.0
1635974621734.5657,128.0,1.5091450821334222,1.4241617628926153,-1.0
1635974621735.5422,128.0,1.4855853500666638,1.4199546678806942,-1.0
